metric,group_dimension,group_value,unit,bin_lower_exclusive,bin_upper_inclusive,bin_label,bin_count,bin_share,cumulative_count,cumulative_share,total_count
context_length_tokens,trigger_type,tool,tokens,2819,3163,"(2819,3163]",15,5.4400058026728565e-05,22,7.978675177253523e-05,275735
context_length_tokens,trigger_type,tool,tokens,3163,3549,"(3163,3549]",30,0.00010880011605345713,52,0.00018858686782599236,275735
context_length_tokens,trigger_type,tool,tokens,3549,3982,"(3549,3982]",81,0.0002937603133443342,133,0.00048234718117032657,275735
context_length_tokens,trigger_type,tool,tokens,3982,4467,"(3982,4467]",95,0.00034453370083594755,228,0.0008268808820062741,275735
context_length_tokens,trigger_type,tool,tokens,4467,5012,"(4467,5012]",114,0.00041344044100313706,342,0.0012403213230094113,275735
context_length_tokens,trigger_type,tool,tokens,5012,5624,"(5012,5624]",91,0.0003300270186954866,433,0.0015703483417048977,275735
context_length_tokens,trigger_type,tool,tokens,5624,6310,"(5624,6310]",101,0.000366293724046639,534,0.0019366420657515367,275735
context_length_tokens,trigger_type,tool,tokens,6310,7080,"(6310,7080]",130,0.00047146716956498086,664,0.002408109235316518,275735
context_length_tokens,trigger_type,tool,tokens,7080,7944,"(7080,7944]",150,0.0005440005802672856,814,0.0029521098155838033,275735
context_length_tokens,trigger_type,tool,tokens,7944,8913,"(7944,8913]",189,0.0006854407311367799,1003,0.003637550546720583,275735
context_length_tokens,trigger_type,tool,tokens,8913,10000,"(8913,10000]",320,0.001160534571236876,1323,0.0047980851179574594,275735
context_length_tokens,trigger_type,tool,tokens,10000,11221,"(10000,11221]",403,0.0014615482256514407,1726,0.0062596333436089,275735
context_length_tokens,trigger_type,tool,tokens,11221,12590,"(11221,12590]",632,0.00229205577819283,2358,0.00855168912180173,275735
context_length_tokens,trigger_type,tool,tokens,12590,14126,"(12590,14126]",811,0.0029412298039784577,3169,0.011492918925780188,275735
context_length_tokens,trigger_type,tool,tokens,14126,15849,"(14126,15849]",1407,0.005102725442907139,4576,0.016595644368687327,275735
context_length_tokens,trigger_type,tool,tokens,15849,17783,"(15849,17783]",1904,0.0069051806988594125,6480,0.02350082506754674,275735
context_length_tokens,trigger_type,tool,tokens,17783,19953,"(17783,19953]",2375,0.008613342520898688,8855,0.03211416758844543,275735
context_length_tokens,trigger_type,tool,tokens,19953,22388,"(19953,22388]",3015,0.01093441166337244,11870,0.04304857925181787,275735
context_length_tokens,trigger_type,tool,tokens,22388,25119,"(22388,25119]",3553,0.012885560411264438,15423,0.055934139663082305,275735
context_length_tokens,trigger_type,tool,tokens,25119,28184,"(25119,28184]",4271,0.015489509855477179,19694,0.07142364951855949,275735
context_length_tokens,trigger_type,tool,tokens,28184,31623,"(28184,31623]",4909,0.0178033256568807,24603,0.08922697517544019,275735
context_length_tokens,trigger_type,tool,tokens,31623,35482,"(31623,35482]",5999,0.02175639654015631,30602,0.1109833717155965,275735
context_length_tokens,trigger_type,tool,tokens,35482,39811,"(35482,39811]",7358,0.026685041797377917,37960,0.1376684135129744,275735
context_length_tokens,trigger_type,tool,tokens,39811,44669,"(39811,44669]",8534,0.030950006346673435,46494,0.16861841985964784,275735
context_length_tokens,trigger_type,tool,tokens,44669,50119,"(44669,50119]",10220,0.037064572868877724,56714,0.20568299272852558,275735
context_length_tokens,trigger_type,tool,tokens,50119,56235,"(50119,56235]",11294,0.040959617023591494,68008,0.24664260975211708,275735
context_length_tokens,trigger_type,tool,tokens,56235,63096,"(56235,63096]",12247,0.04441583404355631,80255,0.29105844379567336,275735
context_length_tokens,trigger_type,tool,tokens,63096,70795,"(63096,70795]",12585,0.045641648684425266,92840,0.33670009248009863,275735
context_length_tokens,trigger_type,tool,tokens,70795,79433,"(70795,79433]",13367,0.04847770504288538,106207,0.38517779752298403,275735
context_length_tokens,trigger_type,tool,tokens,79433,89126,"(79433,89126]",13522,0.04903983897582824,119729,0.4342176364988123,275735
context_length_tokens,trigger_type,tool,tokens,89126,100000,"(89126,100000]",13538,0.049097865704390085,133267,0.48331550220320235,275735
context_length_tokens,trigger_type,tool,tokens,100000,112202,"(100000,112202]",13678,0.04960559957930622,146945,0.5329211017825086,275735
context_length_tokens,trigger_type,tool,tokens,112202,125893,"(112202,125893]",14037,0.050907574301412586,160982,0.5838286760839212,275735
context_length_tokens,trigger_type,tool,tokens,125893,141254,"(125893,141254]",14306,0.051883148675358585,175288,0.6357118247592798,275735
context_length_tokens,trigger_type,tool,tokens,141254,158490,"(141254,158490]",15117,0.05482437847933704,190405,0.6905362032386168,275735
context_length_tokens,trigger_type,tool,tokens,158490,177828,"(158490,177828]",15482,0.05614811322465411,205887,0.7466843164632709,275735
context_length_tokens,trigger_type,tool,tokens,177828,199527,"(177828,199527]",14563,0.052815203002883206,220450,0.799499519466154,275735
context_length_tokens,trigger_type,tool,tokens,199527,223873,"(199527,223873]",13913,0.050457867155058296,234363,0.8499573866212123,275735
context_length_tokens,trigger_type,tool,tokens,223873,251189,"(223873,251189]",9943,0.036059985130650805,244306,0.8860173717518632,275735
context_length_tokens,trigger_type,tool,tokens,251189,281839,"(251189,281839]",5434,0.0197073276878162,249740,0.9057246994396794,275735
context_length_tokens,trigger_type,tool,tokens,281839,316228,"(281839,316228]",5148,0.018670099914773242,254888,0.9243947993544527,275735
context_length_tokens,trigger_type,tool,tokens,316228,354814,"(316228,354814]",4510,0.016356284113369722,259398,0.9407510834678223,275735
context_length_tokens,trigger_type,tool,tokens,354814,398108,"(354814,398108]",3831,0.013893774820026475,263229,0.9546448582878488,275735
context_length_tokens,trigger_type,tool,tokens,398108,446684,"(398108,446684]",2816,0.010212704226884509,266045,0.9648575625147333,275735
context_length_tokens,trigger_type,tool,tokens,446684,501188,"(446684,501188]",1885,0.006836273958692222,267930,0.9716938364734256,275735
context_length_tokens,trigger_type,tool,tokens,501188,562342,"(501188,562342]",1475,0.005349339039294975,269405,0.9770431755127206,275735
context_length_tokens,trigger_type,tool,tokens,562342,630958,"(562342,630958]",1363,0.004943151939362069,270768,0.9819863274520826,275735
context_length_tokens,trigger_type,tool,tokens,630958,707946,"(630958,707946]",1326,0.004808965129562805,272094,0.9867952925816454,275735
context_length_tokens,trigger_type,tool,tokens,707946,794329,"(707946,794329]",1408,0.0051063521134422545,273502,0.9919016446950877,275735
context_length_tokens,trigger_type,tool,tokens,794329,891251,"(794329,891251]",1358,0.0049250185866864925,274860,0.9968266632817742,275735
context_length_tokens,trigger_type,tool,tokens,891251,999944,"(891251,999944]",875,0.0031733367182258327,275735,1.0,275735
context_length_tokens,trigger_type,unknown,tokens,631,708,"(631,708]",2,0.0008661758336942399,2,0.0008661758336942399,2309
context_length_tokens,trigger_type,unknown,tokens,7944,8913,"(7944,8913]",1,0.00043308791684711995,3,0.00129926375054136,2309
context_length_tokens,trigger_type,unknown,tokens,8913,10000,"(8913,10000]",1,0.00043308791684711995,4,0.0017323516673884798,2309
context_length_tokens,trigger_type,unknown,tokens,10000,11221,"(10000,11221]",1,0.00043308791684711995,5,0.0021654395842356,2309
context_length_tokens,trigger_type,unknown,tokens,12590,14126,"(12590,14126]",6,0.00259852750108272,11,0.004763967085318319,2309
context_length_tokens,trigger_type,unknown,tokens,14126,15849,"(14126,15849]",11,0.004763967085318319,22,0.009527934170636639,2309
context_length_tokens,trigger_type,unknown,tokens,15849,17783,"(15849,17783]",11,0.004763967085318319,33,0.01429190125595496,2309
context_length_tokens,trigger_type,unknown,tokens,17783,19953,"(17783,19953]",17,0.0073624945864010395,50,0.021654395842355997,2309
context_length_tokens,trigger_type,unknown,tokens,19953,22388,"(19953,22388]",35,0.015158077089649198,85,0.036812472932005194,2309
context_length_tokens,trigger_type,unknown,tokens,22388,25119,"(22388,25119]",51,0.02208748375920312,136,0.058899956691208316,2309
context_length_tokens,trigger_type,unknown,tokens,25119,28184,"(25119,28184]",86,0.03724556084885232,222,0.09614551754006063,2309
context_length_tokens,trigger_type,unknown,tokens,28184,31623,"(28184,31623]",63,0.02728453876136856,285,0.12343005630142918,2309
context_length_tokens,trigger_type,unknown,tokens,31623,35482,"(31623,35482]",47,0.020355132091814637,332,0.14378518839324383,2309
context_length_tokens,trigger_type,unknown,tokens,35482,39811,"(35482,39811]",56,0.024252923343438718,388,0.16803811173668254,2309
context_length_tokens,trigger_type,unknown,tokens,39811,44669,"(39811,44669]",59,0.025552187093980078,447,0.19359029883066262,2309
context_length_tokens,trigger_type,unknown,tokens,44669,50119,"(44669,50119]",71,0.030749242096145518,518,0.22433954092680813,2309
context_length_tokens,trigger_type,unknown,tokens,50119,56235,"(50119,56235]",87,0.037678648765699436,605,0.26201818969250756,2309
context_length_tokens,trigger_type,unknown,tokens,56235,63096,"(56235,63096]",115,0.049805110437418795,720,0.3118233001299264,2309
context_length_tokens,trigger_type,unknown,tokens,63096,70795,"(63096,70795]",113,0.04893893460372455,833,0.36076223473365093,2309
context_length_tokens,trigger_type,unknown,tokens,70795,79433,"(70795,79433]",126,0.05456907752273712,959,0.41533131225638803,2309
context_length_tokens,trigger_type,unknown,tokens,79433,89126,"(79433,89126]",118,0.051104374187960155,1077,0.4664356864443482,2309
context_length_tokens,trigger_type,unknown,tokens,89126,100000,"(89126,100000]",111,0.04807275877003032,1188,0.5145084452143786,2309
context_length_tokens,trigger_type,unknown,tokens,100000,112202,"(100000,112202]",132,0.05716760502381984,1320,0.5716760502381983,2309
context_length_tokens,trigger_type,unknown,tokens,112202,125893,"(112202,125893]",142,0.061498484192291036,1462,0.6331745344304894,2309
context_length_tokens,trigger_type,unknown,tokens,125893,141254,"(125893,141254]",132,0.05716760502381984,1594,0.6903421394543092,2309
context_length_tokens,trigger_type,unknown,tokens,141254,158490,"(141254,158490]",160,0.0692940666955392,1754,0.7596362061498484,2309
context_length_tokens,trigger_type,unknown,tokens,158490,177828,"(158490,177828]",159,0.06886097877869207,1913,0.8284971849285405,2309
context_length_tokens,trigger_type,unknown,tokens,177828,199527,"(177828,199527]",194,0.08401905586834127,2107,0.9125162407968818,2309
context_length_tokens,trigger_type,unknown,tokens,199527,223873,"(199527,223873]",139,0.060199220441749676,2246,0.9727154612386314,2309
context_length_tokens,trigger_type,unknown,tokens,223873,251189,"(223873,251189]",37,0.01602425292334344,2283,0.9887397141619749,2309
context_length_tokens,trigger_type,unknown,tokens,251189,281839,"(251189,281839]",11,0.004763967085318319,2294,0.9935036812472932,2309
context_length_tokens,trigger_type,unknown,tokens,281839,316228,"(281839,316228]",9,0.0038977912516240795,2303,0.9974014724989173,2309
context_length_tokens,trigger_type,unknown,tokens,316228,354814,"(316228,354814]",1,0.00043308791684711995,2304,0.9978345604157643,2309
context_length_tokens,trigger_type,unknown,tokens,354814,398108,"(354814,398108]",1,0.00043308791684711995,2305,0.9982676483326115,2309
context_length_tokens,trigger_type,unknown,tokens,446684,501188,"(446684,501188]",1,0.00043308791684711995,2306,0.9987007362494587,2309
context_length_tokens,trigger_type,unknown,tokens,707946,794329,"(707946,794329]",3,0.00129926375054136,2309,1.0,2309
