session_turn_index,metric,group_dimension,group_value,unit,count,mean,stddev_population,min,p10,p25,p50,p75,p90,p95,p99,max,sum
87,context_length_tokens,session_turn_index,87,tokens,941,172944.47821466526,62354.287476399586,25449.0,97072.0,133092.0,164899.0,207563.0,250398.0,288840.0,368954.4000000001,466527.0,162740754.0
88,isl_tokens,session_turn_index,88,tokens,932,725.4774678111588,1760.5864544677693,2.0,28.0,51.75,148.0,587.25,1670.5999999999997,3524.0999999999976,9595.299999999943,23669.0,676145.0
88,osl_tokens,session_turn_index,88,tokens,932,662.4527896995709,1473.3311942184027,1.0,42.0,93.75,241.0,608.0,1469.8,2593.849999999995,8334.139999999881,19454.0,617406.0
88,context_length_tokens,session_turn_index,88,tokens,932,174328.14270386266,62773.92002357851,25594.0,98770.7,133765.25,166321.5,208436.5,252023.5,290014.8499999999,370708.70999999996,470457.0,162473829.0
89,isl_tokens,session_turn_index,89,tokens,928,767.4439655172414,1798.40345895199,8.0,28.0,51.0,143.0,573.5,1982.2000000000037,3849.2499999999995,10343.280000000012,18336.0,712188.0
89,osl_tokens,session_turn_index,89,tokens,928,576.6745689655172,1092.2534637200447,1.0,37.0,85.0,225.0,554.75,1420.1000000000026,2193.3999999999987,5570.190000000002,12218.0,535154.0
89,context_length_tokens,session_turn_index,89,tokens,928,175421.64655172414,63140.47961862423,25912.0,99807.4,134816.5,167161.5,209489.0,252503.80000000005,293302.64999999997,374865.60000000003,472314.0,162791288.0
90,isl_tokens,session_turn_index,90,tokens,916,772.3569868995634,1877.413791351745,5.0,27.5,50.75,151.0,627.25,1760.0,3523.75,10495.750000000004,21510.0,707479.0
90,osl_tokens,session_turn_index,90,tokens,916,652.339519650655,1374.4535275356632,1.0,37.0,88.0,244.0,631.25,1518.0,2469.75,6075.550000000003,19249.0,597543.0
90,context_length_tokens,session_turn_index,90,tokens,916,176201.8635371179,63578.949750594205,26082.0,99961.0,135838.0,168190.0,209949.0,253689.0,295238.0,376062.75000000006,473430.0,161400907.0
91,isl_tokens,session_turn_index,91,tokens,905,770.6563535911603,1825.536607442197,6.0,28.0,50.0,159.0,656.0,1936.8000000000006,3416.599999999995,9034.840000000006,19910.0,697444.0
91,osl_tokens,session_turn_index,91,tokens,905,645.4154696132597,1370.9212975880785,1.0,37.0,84.0,221.0,651.0,1454.8000000000009,2538.799999999998,5891.480000000007,19527.0,584101.0
91,context_length_tokens,session_turn_index,91,tokens,905,177518.6872928177,64420.92855621344,26222.0,101224.4,136739.0,169498.0,212191.0,256166.80000000002,299313.19999999995,384826.6400000001,474618.0,160654412.0
92,isl_tokens,session_turn_index,92,tokens,899,1005.6129032258065,2868.5462126435314,5.0,28.0,56.5,164.0,616.0,1999.8000000000002,4154.199999999995,18144.0,29540.0,904046.0
92,osl_tokens,session_turn_index,92,tokens,899,624.9154616240266,1075.003237998633,1.0,37.0,90.5,239.0,669.5,1536.6000000000004,2500.7999999999975,5961.919999999994,9930.0,561799.0
92,context_length_tokens,session_turn_index,92,tokens,899,178786.33926585095,64940.9722783697,26342.0,101192.8,137790.5,170737.0,213756.0,256635.2,302101.89999999997,388946.1799999999,476071.0,160728919.0
93,isl_tokens,session_turn_index,93,tokens,890,815.6146067415731,1936.4078914987288,6.0,28.0,52.25,152.0,576.0,2059.4000000000015,4080.75,11821.490000000003,15886.0,725897.0
93,osl_tokens,session_turn_index,93,tokens,890,630.6696629213483,1204.6782865244488,1.0,37.0,93.25,234.0,624.0,1594.4,2420.6499999999987,5438.090000000002,14672.0,561296.0
93,context_length_tokens,session_turn_index,93,tokens,890,180031.95393258426,65328.35947192753,26471.0,101390.90000000001,138330.5,171723.5,215337.75,258853.30000000002,302648.75,390009.8700000001,477976.0,160228439.0
94,isl_tokens,session_turn_index,94,tokens,881,773.8354143019296,1961.3090769362439,6.0,28.0,50.0,143.0,569.0,2013.0,3558.0,9700.2,26736.0,681749.0
94,osl_tokens,session_turn_index,94,tokens,881,572.116912599319,952.316856386573,1.0,37.0,95.0,236.0,630.0,1426.0,2218.0,4845.200000000002,8748.0,504035.0
94,context_length_tokens,session_turn_index,94,tokens,881,181142.70942111238,65504.797919045566,26618.0,102126.0,139741.0,172806.0,216020.0,259876.0,303642.0,388900.40000000014,479416.0,159586727.0
95,isl_tokens,session_turn_index,95,tokens,867,706.5259515570934,2150.1704838837336,5.0,28.0,49.0,127.0,495.0,1561.9999999999995,2750.6999999999944,10782.12,35132.0,612558.0
95,osl_tokens,session_turn_index,95,tokens,867,621.9158016147636,1311.802560279234,1.0,37.60000000000001,99.5,221.0,555.5,1432.0,2518.9999999999973,6516.320000000006,17252.0,539201.0
95,context_length_tokens,session_turn_index,95,tokens,867,182090.8523644752,66133.81905199983,26803.0,102338.4,140512.5,174398.0,217107.5,262510.6,305184.89999999997,392187.36,482122.0,157872769.0
96,isl_tokens,session_turn_index,96,tokens,858,717.6223776223776,1739.533596913442,4.0,25.0,48.0,134.0,527.75,1744.4000000000026,3243.5499999999997,8947.869999999999,17438.0,615720.0
96,osl_tokens,session_turn_index,96,tokens,858,585.8694638694639,1107.7591933776791,1.0,37.0,90.0,220.5,575.5,1596.5000000000005,2379.0999999999995,5612.329999999998,14226.0,502676.0
96,context_length_tokens,session_turn_index,96,tokens,858,183107.12004662005,66658.16300648662,26948.0,102684.7,140942.5,175156.0,217464.25,264877.8000000001,306754.0,395866.88999999996,484069.0,157105909.0
97,isl_tokens,session_turn_index,97,tokens,851,659.9482961222092,1598.8686877783198,5.0,28.0,52.0,140.0,502.0,1833.0,3019.0,6985.0,17250.0,561616.0
97,osl_tokens,session_turn_index,97,tokens,851,657.1269095182139,1360.7798708771584,1.0,37.0,95.0,255.0,638.5,1527.0,2796.5,5394.5,19265.0,559215.0
97,context_length_tokens,session_turn_index,97,tokens,851,183968.86368977674,66904.46884164462,27093.0,103703.0,141940.5,176669.0,218552.0,266578.0,307790.0,398765.5,486742.0,156557503.0
98,isl_tokens,session_turn_index,98,tokens,837,651.2700119474313,1404.7550299317807,6.0,28.0,50.0,127.0,535.0,1800.7999999999993,3091.7999999999947,7229.719999999995,12280.0,545113.0
98,osl_tokens,session_turn_index,98,tokens,837,536.7837514934289,975.4884178482375,1.0,37.0,82.0,220.0,553.0,1316.7999999999997,2009.3999999999985,4706.6799999999985,11663.0,449288.0
98,context_length_tokens,session_turn_index,98,tokens,837,184781.0716845878,67162.11342809779,27261.0,104661.2,142497.0,177238.0,219480.0,268745.19999999995,309901.3999999999,396938.55999999994,488014.0,154661757.0
99,isl_tokens,session_turn_index,99,tokens,827,684.378476420798,1571.4961095766694,5.0,28.0,50.0,134.0,539.0,1679.1999999999998,3373.0999999999985,7634.740000000002,21175.0,565981.0
99,osl_tokens,session_turn_index,99,tokens,827,616.2116082224909,1537.8780077068352,1.0,37.0,88.5,225.0,618.0,1431.0,2199.4999999999927,5559.2400000000025,31317.0,509607.0
99,context_length_tokens,session_turn_index,99,tokens,827,185818.03748488514,67861.85696118163,27352.0,105194.2,143030.5,178151.0,220396.5,271556.79999999993,312016.19999999995,397741.7,489272.0,153671517.0
100,isl_tokens,session_turn_index,100,tokens,810,676.7703703703704,1500.1069975372945,6.0,28.0,50.0,142.5,562.75,1746.7000000000003,3195.1499999999987,8067.219999999998,13204.0,548184.0
100,osl_tokens,session_turn_index,100,tokens,810,618.3654320987654,1202.3609181815968,1.0,37.0,92.25,225.0,610.75,1521.1,2534.0999999999935,6195.2499999999945,13117.0,500876.0
100,context_length_tokens,session_turn_index,100,tokens,810,186140.63086419753,67736.52726055044,27703.0,105406.1,143235.25,178811.5,220718.0,272750.7,314047.94999999995,398538.99999999953,490397.0,150773911.0
101,isl_tokens,session_turn_index,101,tokens,792,544.7714646464647,1383.7086747249095,6.0,28.0,49.0,108.5,415.75,1308.1999999999998,2502.9499999999994,5813.110000000006,19345.0,431459.0
101,osl_tokens,session_turn_index,101,tokens,792,544.9570707070707,900.3400413600784,1.0,37.0,82.25,245.5,601.75,1350.1999999999998,2198.0999999999976,4397.950000000002,10351.0,431606.0
101,context_length_tokens,session_turn_index,101,tokens,792,186951.96212121213,68757.62650541143,27798.0,105638.3,143091.25,179592.0,221019.5,276777.99999999994,316282.7,400749.9200000001,491136.0,148065954.0
102,isl_tokens,session_turn_index,102,tokens,781,635.7592829705505,1621.1663759058574,6.0,28.0,48.0,112.0,461.0,1576.0,2777.0,9289.2,19226.0,496528.0
102,osl_tokens,session_turn_index,102,tokens,781,645.7375160051216,1473.3378817123314,1.0,37.0,85.0,234.0,596.0,1436.0,2520.0,6014.200000000013,20161.0,504321.0
102,context_length_tokens,session_turn_index,102,tokens,781,187900.81177976952,69070.64158890046,27944.0,106448.0,143234.0,180728.0,221593.0,277458.0,316881.0,402383.0000000001,492495.0,146750534.0
103,isl_tokens,session_turn_index,103,tokens,766,690.4190600522193,1613.9317399454333,4.0,28.0,54.0,161.0,595.5,1703.5,3240.25,9235.050000000008,17939.0,528861.0
103,osl_tokens,session_turn_index,103,tokens,766,648.5535248041775,1153.313628404727,1.0,37.0,79.5,226.0,616.25,1654.0,3047.5,5615.000000000024,9132.0,496792.0
103,context_length_tokens,session_turn_index,103,tokens,766,188748.61227154048,69722.92374112149,28045.0,107452.5,143191.25,180981.5,221906.25,279351.5,319029.25,404176.50000000006,495363.0,144581437.0
104,isl_tokens,session_turn_index,104,tokens,756,668.058201058201,1532.1532594258483,5.0,28.0,50.0,148.5,550.0,1707.0,3468.0,7970.400000000007,14627.0,505052.0
104,osl_tokens,session_turn_index,104,tokens,756,542.8055555555555,972.9787313514399,1.0,37.0,81.0,213.0,560.5,1346.0,2027.0,5022.600000000001,12000.0,410361.0
104,context_length_tokens,session_turn_index,104,tokens,756,189820.63624338625,70339.83761622527,28191.0,108095.0,142319.5,181749.5,222448.0,282152.5,320718.75,405671.5500000001,505925.0,143504401.0
105,isl_tokens,session_turn_index,105,tokens,748,669.3516042780749,1512.0432083136998,6.0,28.0,50.0,169.0,555.25,1835.900000000001,2913.6,7425.729999999971,15906.0,500675.0
105,osl_tokens,session_turn_index,105,tokens,748,560.9705882352941,903.7405581587844,1.0,37.0,81.0,212.0,601.25,1539.1000000000004,2393.7999999999997,4173.429999999999,7438.0,419606.0
105,context_length_tokens,session_turn_index,105,tokens,748,190956.32085561496,70985.04638806144,28359.0,108706.90000000001,143223.0,182289.5,223164.0,286641.90000000014,323302.55,410091.56999999983,508355.0,142835328.0
106,isl_tokens,session_turn_index,106,tokens,741,654.6396761133603,1609.9481181209508,7.0,28.0,55.0,135.0,556.0,1559.0,2663.0,8537.400000000009,19837.0,485088.0
106,osl_tokens,session_turn_index,106,tokens,741,645.7611336032388,1307.3619969182328,1.0,39.0,81.0,225.0,641.0,1551.0,2817.0,6113.200000000006,19907.0,478509.0
106,context_length_tokens,session_turn_index,106,tokens,741,191713.9608636977,70932.02877174692,28504.0,109662.0,144309.0,182857.0,224330.0,287561.0,323885.0,407260.20000000007,509511.0,142060045.0
107,isl_tokens,session_turn_index,107,tokens,735,647.5210884353742,1504.3946080168287,3.0,28.0,50.0,131.0,553.0,1515.8000000000002,2516.8999999999996,8620.599999999988,14805.0,475928.0
107,osl_tokens,session_turn_index,107,tokens,735,581.3510204081633,993.1147644094686,1.0,37.0,86.0,248.0,647.0,1471.6,2154.599999999997,4144.719999999986,10117.0,427293.0
107,context_length_tokens,session_turn_index,107,tokens,735,192974.58775510205,71666.22683172821,28648.0,109535.40000000001,144774.0,184394.0,225900.0,288809.2,326237.1,410934.0399999999,512801.0,141836322.0
108,isl_tokens,session_turn_index,108,tokens,727,550.3397524071527,1189.0133999712032,7.0,28.0,57.0,131.0,491.5,1561.8,2509.7999999999997,5598.66,15377.0,400097.0
108,osl_tokens,session_turn_index,108,tokens,727,570.7097661623109,970.4284563746886,1.0,39.0,93.0,255.0,628.5,1417.7999999999997,2231.099999999999,4700.920000000003,12811.0,414906.0
108,context_length_tokens,session_turn_index,108,tokens,727,193687.72077028887,71761.75416338192,28748.0,109546.20000000001,145767.0,185066.0,226524.0,290262.39999999997,326510.7999999999,413027.38,513454.0,140810973.0
109,isl_tokens,session_turn_index,109,tokens,717,592.7740585774059,1478.2417792352353,6.0,27.200000000000017,47.0,102.0,470.0,1454.8,2484.7999999999997,8458.960000000005,16530.0,425019.0
109,osl_tokens,session_turn_index,109,tokens,717,522.718270571827,832.0332903323502,1.0,37.0,75.0,211.0,627.0,1355.5999999999995,2044.7999999999993,4192.2,7595.0,374789.0
109,context_length_tokens,session_turn_index,109,tokens,717,194846.76569037657,72509.22343200335,28869.0,110086.6,146466.0,185606.0,227775.0,292923.39999999997,328673.39999999997,417151.0800000001,514335.0,139705131.0
110,isl_tokens,session_turn_index,110,tokens,710,592.2746478873239,1249.4000968598195,6.0,28.0,56.25,171.0,549.25,1485.2,2806.7499999999973,5988.439999999994,14337.0,420515.0
110,osl_tokens,session_turn_index,110,tokens,710,616.3239436619718,1414.3845441471974,1.0,37.0,86.0,214.5,633.75,1472.7000000000003,2443.299999999999,4641.9499999999925,26647.0,437590.0
110,context_length_tokens,session_turn_index,110,tokens,710,195871.01690140844,73050.95029791114,29014.0,110298.6,147141.25,186710.0,229262.75,293905.9,329336.89999999997,421888.6499999999,515035.0,139068422.0
111,isl_tokens,session_turn_index,111,tokens,698,685.0916905444126,1627.9929132801117,6.0,28.0,50.0,139.5,539.25,1725.6000000000001,3332.8999999999987,10017.919999999995,15720.0,478194.0
111,osl_tokens,session_turn_index,111,tokens,698,548.961318051576,897.5925569082967,1.0,37.0,82.0,230.0,612.25,1415.6000000000001,2205.8999999999996,4151.199999999985,7704.0,383175.0
111,context_length_tokens,session_turn_index,111,tokens,698,196676.96561604584,73584.24443626976,29107.0,110856.8,147194.0,187400.0,230536.75,295693.6000000001,331071.6,425638.16,519313.0,137280522.0
112,isl_tokens,session_turn_index,112,tokens,689,708.866473149492,1766.1691152219553,6.0,28.0,50.0,157.0,508.0,1543.0000000000011,3393.0000000000014,10052.720000000007,15198.0,488409.0
112,osl_tokens,session_turn_index,112,tokens,689,598.3860667634252,1199.4260064721796,1.0,37.0,87.0,225.0,620.0,1411.0,2645.000000000002,4686.120000000005,18829.0,412288.0
112,context_length_tokens,session_turn_index,112,tokens,689,198094.8984034833,74214.38334437345,29202.0,111742.8,148003.0,188232.0,232026.0,297227.4,332622.80000000005,426990.60000000003,523194.0,136487385.0
113,isl_tokens,session_turn_index,113,tokens,679,578.4742268041238,1364.113415323643,6.0,28.0,50.0,125.0,469.0,1393.4000000000037,2327.4000000000024,8263.280000000022,12397.0,392784.0
113,osl_tokens,session_turn_index,113,tokens,679,548.4167893961709,981.4348930324225,1.0,37.0,85.5,227.0,585.5,1404.200000000002,2251.4000000000005,4293.42,14599.0,372375.0
113,context_length_tokens,session_turn_index,113,tokens,679,199174.86892488954,75090.2800137341,29453.0,112010.0,148230.5,189702.0,232396.5,299015.60000000003,334142.80000000005,429803.74000000017,524886.0,135239736.0
114,isl_tokens,session_turn_index,114,tokens,669,583.5814648729447,1483.4173403649133,6.0,28.0,49.0,130.0,468.0,1337.0000000000005,2398.200000000002,6707.640000000015,21104.0,390416.0
114,osl_tokens,session_turn_index,114,tokens,669,569.2451420029895,1041.2722037904948,1.0,37.0,78.0,220.0,625.0,1321.2,2156.8000000000025,4841.480000000009,15040.0,380825.0
114,context_length_tokens,session_turn_index,114,tokens,669,200211.44843049327,75688.90683025584,29622.0,112535.8,148941.0,190416.0,232299.0,300566.60000000003,337163.2,431860.1200000004,528015.0,133941459.0
115,isl_tokens,session_turn_index,115,tokens,658,610.048632218845,1430.4176630075658,6.0,26.0,48.0,139.0,499.75,1606.7000000000025,2715.3999999999996,6050.639999999998,14681.0,401412.0
115,osl_tokens,session_turn_index,115,tokens,658,567.8358662613982,1130.2963932464581,1.0,37.0,82.25,211.5,574.75,1399.3000000000002,2515.499999999998,4106.299999999999,19775.0,373636.0
115,context_length_tokens,session_turn_index,115,tokens,658,200157.45136778115,74600.83590828054,29719.0,113875.4,150269.5,190274.5,233023.75,301650.80000000005,335710.7499999999,428395.2699999999,530541.0,131703603.0
116,isl_tokens,session_turn_index,116,tokens,652,623.3435582822086,1426.801156951069,6.0,25.0,48.0,123.5,480.5,1688.9999999999998,3096.6999999999944,7390.000000000012,14657.0,406420.0
116,osl_tokens,session_turn_index,116,tokens,652,527.0383435582822,997.3384304481553,1.0,37.0,67.75,196.0,574.5,1279.6,1984.399999999995,4707.1100000000015,11546.0,343629.0
116,context_length_tokens,session_turn_index,116,tokens,652,201430.63496932515,75218.6487624917,29811.0,114180.90000000001,150608.25,191907.0,234858.75,304152.19999999995,340188.19999999955,428983.16000000003,531985.0,131332774.0
117,isl_tokens,session_turn_index,117,tokens,647,552.8887171561051,1243.919365523846,6.0,28.0,50.0,136.0,554.5,1505.7999999999993,2105.8999999999987,6399.239999999974,16630.0,357719.0
117,osl_tokens,session_turn_index,117,tokens,647,515.9335394126739,916.7237073986022,2.0,37.0,82.5,217.0,524.5,1145.1999999999998,2118.2999999999993,4752.939999999989,12076.0,333809.0
117,context_length_tokens,session_turn_index,117,tokens,647,202568.75270479135,75994.6313245766,29939.0,114465.2,151087.0,192914.0,235960.5,307859.8,344539.19999999966,430865.62,536235.0,131061983.0
118,isl_tokens,session_turn_index,118,tokens,641,650.4976599063963,1651.1749743792648,6.0,25.0,48.0,126.0,539.0,1446.0,2666.0,8998.20000000002,16200.0,416969.0
118,osl_tokens,session_turn_index,118,tokens,641,593.6380655226209,1306.3552529272229,1.0,37.0,79.0,217.0,554.0,1221.0,2423.0,6213.600000000004,15607.0,380522.0
118,context_length_tokens,session_turn_index,118,tokens,641,203331.50858034322,75614.63578147667,30036.0,115576.0,151696.0,194413.0,237701.0,308746.0,341829.0,431977.4,541566.0,130335497.0
119,isl_tokens,session_turn_index,119,tokens,631,599.4881141045959,1579.1890071246146,6.0,28.0,50.5,128.0,463.0,1234.0,2437.5,7948.300000000012,16919.0,378277.0
119,osl_tokens,session_turn_index,119,tokens,631,558.9128367670364,1004.6624810362616,1.0,37.0,83.5,244.0,571.0,1287.0,2316.5,5380.400000000007,10221.0,352674.0
119,context_length_tokens,session_turn_index,119,tokens,631,203339.9857369255,75653.03497465375,30154.0,115654.0,151654.5,194683.0,237444.5,308523.0,342264.5,433729.5000000001,551448.0,128307531.0
120,isl_tokens,session_turn_index,120,tokens,623,620.0465489566614,1559.1742225486416,6.0,28.0,49.0,123.0,436.0,1472.000000000005,2891.4999999999995,7990.059999999942,18103.0,386289.0
120,osl_tokens,session_turn_index,120,tokens,623,593.868378812199,974.1946875532233,1.0,37.0,85.0,243.0,619.5,1459.0000000000005,2606.2999999999975,4645.979999999998,9460.0,369980.0
120,context_length_tokens,session_turn_index,120,tokens,623,204298.18459069022,76362.49993597345,30299.0,115366.40000000001,152936.0,195669.0,238630.5,309289.80000000005,344964.7,435670.33999999997,552245.0,127277769.0
121,isl_tokens,session_turn_index,121,tokens,613,663.6982055464927,1665.6192560077257,10.0,28.0,50.0,164.0,522.0,1452.6000000000013,3069.999999999999,9799.879999999997,15421.0,406847.0
121,osl_tokens,session_turn_index,121,tokens,613,643.3376835236542,1537.492554710556,1.0,37.0,90.0,214.0,573.0,1476.4000000000028,2591.2,5248.799999999999,21489.0,394366.0
121,context_length_tokens,session_turn_index,121,tokens,613,204851.13539967375,76554.35175892765,30595.0,115076.0,153215.0,196453.0,238921.0,309358.60000000003,347109.6,436731.16,552931.0,125573746.0
122,isl_tokens,session_turn_index,122,tokens,605,641.603305785124,1863.7463421178502,4.0,28.0,53.0,143.0,464.0,1365.4,2399.7999999999997,8936.320000000025,26640.0,388170.0
122,osl_tokens,session_turn_index,122,tokens,605,712.5454545454545,1469.4255739422026,1.0,40.80000000000001,100.0,233.0,667.0,1636.8000000000002,3155.6,6966.8800000000165,14907.0,431090.0
122,context_length_tokens,session_turn_index,122,tokens,605,205433.27603305786,77263.15534977293,30769.0,115500.40000000001,153390.0,197203.0,239479.0,310662.2,349064.19999999995,438160.9200000002,560978.0,124287132.0
123,isl_tokens,session_turn_index,123,tokens,594,581.3905723905724,1368.678757435762,6.0,28.0,49.0,121.0,449.75,1432.3000000000018,2508.3,8365.610000000006,12560.0,345346.0
123,osl_tokens,session_turn_index,123,tokens,594,581.9040404040404,937.3016553643006,1.0,37.0,86.25,246.5,636.25,1627.800000000003,2297.1500000000015,4208.310000000037,8088.0,345651.0
123,context_length_tokens,session_turn_index,123,tokens,594,206381.83164983164,78232.46694907421,30862.0,115697.2,153517.0,197545.0,240783.25,314828.10000000003,351287.85000000003,441246.94000000117,563319.0,122590808.0
124,isl_tokens,session_turn_index,124,tokens,587,586.1175468483816,1370.8821622252733,6.0,28.0,50.0,130.0,522.0,1404.7999999999997,2493.899999999997,7100.039999999997,16318.0,344051.0
124,osl_tokens,session_turn_index,124,tokens,587,625.350936967632,1107.3258021962254,1.0,41.6,89.5,238.0,639.0,1502.3999999999992,2736.7999999999997,6080.719999999998,10657.0,367081.0
124,context_length_tokens,session_turn_index,124,tokens,587,207817.59114139693,78990.71007608088,31169.0,116110.2,153806.5,199651.0,242183.0,317138.39999999997,353080.49999999994,443873.9199999997,565471.0,121988926.0
125,isl_tokens,session_turn_index,125,tokens,578,470.37543252595157,958.3375216577928,6.0,28.0,50.25,134.0,415.0,1203.5000000000018,2165.5499999999997,4622.75,11768.0,271877.0
125,osl_tokens,session_turn_index,125,tokens,578,578.416955017301,1206.4865778286526,1.0,37.0,67.25,219.0,625.75,1424.1000000000004,2216.0,4470.460000000013,19250.0,334325.0
125,context_length_tokens,session_turn_index,125,tokens,578,209056.12975778547,79849.62790031524,31839.0,115766.8,154407.25,200425.0,243788.75,318736.2,354376.69999999995,446289.2100000004,580171.0,120834443.0
126,isl_tokens,session_turn_index,126,tokens,572,471.6311188811189,1044.5348173019847,7.0,24.0,48.0,115.5,403.5,1353.6999999999994,2037.199999999999,4645.979999999976,11871.0,269773.0
126,osl_tokens,session_turn_index,126,tokens,572,624.0122377622378,1141.0589693475788,1.0,37.0,86.5,225.5,590.25,1645.0999999999985,2639.249999999997,6285.639999999996,11036.0,356935.0
126,context_length_tokens,session_turn_index,126,tokens,572,209784.9562937063,80338.23053799082,32020.0,116276.0,154971.25,200730.0,244242.5,322634.89999999997,357760.5499999999,448935.8399999992,588808.0,119996995.0
127,isl_tokens,session_turn_index,127,tokens,566,641.8745583038869,1702.969087783557,4.0,28.0,48.0,128.0,507.25,1444.0,2210.0,8372.900000000012,21813.0,363301.0
127,osl_tokens,session_turn_index,127,tokens,566,604.9787985865725,1133.3290620121693,1.0,37.0,84.25,227.5,669.75,1495.0,2179.0,5158.300000000001,11462.0,342418.0
127,context_length_tokens,session_turn_index,127,tokens,566,210671.95759717314,81178.28401136602,32147.0,116822.5,155477.5,200916.5,246772.0,324938.0,360370.75,452063.25000000047,591454.0,119240328.0
128,isl_tokens,session_turn_index,128,tokens,563,522.4031971580818,1325.1419090026195,6.0,28.0,48.0,113.0,409.5,1207.4,2215.4999999999995,5532.399999999999,15155.0,294113.0
128,osl_tokens,session_turn_index,128,tokens,563,583.3143872113677,990.5333075217017,1.0,37.0,87.5,225.0,605.5,1475.6000000000004,2608.2999999999993,4766.759999999999,9409.0,328406.0
128,context_length_tokens,session_turn_index,128,tokens,563,211252.59147424513,81039.61626218326,32585.0,116700.40000000001,155648.0,201703.0,247938.0,325315.2,361213.39999999997,445573.36,592684.0,118935209.0
129,isl_tokens,session_turn_index,129,tokens,558,563.168458781362,1443.583108192816,6.0,28.0,50.0,130.0,485.5,1349.7000000000003,2586.0999999999995,5787.329999999978,21746.0,314248.0
129,osl_tokens,session_turn_index,129,tokens,558,650.4551971326165,1190.8700611204356,1.0,37.0,85.25,243.5,651.25,1688.3000000000002,3071.8499999999985,5311.149999999985,11443.0,362954.0
129,context_length_tokens,session_turn_index,129,tokens,558,211812.6935483871,81446.41925580564,32753.0,116602.6,156011.0,202363.0,249269.5,326292.2,363950.3,447768.30999999965,600269.0,118191483.0
130,isl_tokens,session_turn_index,130,tokens,550,553.2781818181818,1472.9778844468174,6.0,28.0,48.0,133.5,465.75,1240.4,2455.549999999982,5589.309999999988,22130.0,304303.0
130,osl_tokens,session_turn_index,130,tokens,550,606.1418181818182,1325.5972670585354,1.0,37.0,73.25,214.5,558.75,1412.8000000000002,2265.7999999999993,6043.189999999996,17239.0,333378.0
130,context_length_tokens,session_turn_index,130,tokens,550,211674.8909090909,81159.87708500768,32869.0,117168.9,156265.75,203103.5,250113.75,323561.2,361698.54999999976,448946.86999999994,609484.0,116421190.0
131,isl_tokens,session_turn_index,131,tokens,541,571.9648798521257,1447.9255390398753,5.0,28.0,48.0,132.0,460.0,1329.0,2455.0,7358.600000000032,18156.0,309433.0
131,osl_tokens,session_turn_index,131,tokens,541,543.0147874306839,861.7600824518357,1.0,37.0,91.0,237.0,626.0,1328.0,2133.0,3773.8,8488.0,293771.0
131,context_length_tokens,session_turn_index,131,tokens,541,212697.36783733827,81355.82892015875,33026.0,120070.0,156959.0,204008.0,252663.0,325029.0,364738.0,451371.80000000016,613692.0,115069276.0
132,isl_tokens,session_turn_index,132,tokens,533,623.4333958724203,1698.6578361866132,5.0,28.0,48.0,117.0,450.0,1373.0000000000007,2719.399999999996,10216.63999999995,18818.0,332290.0
132,osl_tokens,session_turn_index,132,tokens,533,606.3377110694183,997.3924156478026,1.0,37.0,94.0,222.0,591.0,1659.8000000000002,2639.9999999999977,5170.199999999993,7140.0,323178.0
132,context_length_tokens,session_turn_index,132,tokens,533,213433.23639774858,81822.38864084487,33137.0,118122.00000000001,157301.0,205460.0,254493.0,325489.0,363950.19999999995,454064.9199999995,621881.0,113759915.0
133,isl_tokens,session_turn_index,133,tokens,529,547.625708884688,1664.772006444466,7.0,28.0,48.0,118.0,366.0,1207.2,1982.1999999999973,7496.800000000023,20640.0,289694.0
133,osl_tokens,session_turn_index,133,tokens,529,586.8071833648394,1077.818766599747,1.0,37.0,79.0,225.0,608.0,1481.0,2287.3999999999987,5429.2800000000225,10589.0,310421.0
133,context_length_tokens,session_turn_index,133,tokens,529,214270.97353497165,82384.23435892738,33287.0,118097.40000000001,157805.0,206282.0,255758.0,326938.4,363100.79999999993,457409.0800000003,626316.0,113349345.0
134,isl_tokens,session_turn_index,134,tokens,523,661.1453154875717,1827.607013999853,6.0,28.0,52.0,136.0,477.0,1525.4000000000005,2593.6,10693.079999999982,19344.0,345779.0
134,osl_tokens,session_turn_index,134,tokens,523,582.2619502868068,981.8936801245193,1.0,37.0,91.0,242.0,597.0,1382.0000000000007,2554.7999999999993,4683.399999999992,7740.0,304523.0
134,context_length_tokens,session_turn_index,134,tokens,523,215376.6309751434,83139.1861651197,33381.0,117579.40000000001,157993.5,206562.0,257213.5,328125.0,366039.3,462081.5199999996,627300.0,112641978.0
135,isl_tokens,session_turn_index,135,tokens,511,543.440313111546,1401.1396814404845,6.0,28.0,49.0,119.0,377.0,1175.0,2226.5,7829.6999999999925,14577.0,277698.0
135,osl_tokens,session_turn_index,135,tokens,511,550.9980430528376,1025.124690996224,1.0,37.0,86.0,220.0,565.5,1364.0,2168.0,4973.299999999993,11589.0,281560.0
135,context_length_tokens,session_turn_index,135,tokens,511,215845.89236790605,83428.93006722898,33533.0,116880.0,158160.0,206718.0,258385.5,330604.0,365272.0,465802.4999999997,628174.0,110297251.0
136,isl_tokens,session_turn_index,136,tokens,506,517.7727272727273,1134.0059365617908,1.0,25.0,48.0,124.5,487.75,1274.5,2324.25,5521.499999999994,11675.0,261993.0
136,osl_tokens,session_turn_index,136,tokens,506,574.5573122529644,956.6461536618941,1.0,40.0,98.25,278.5,647.5,1247.5,2560.0,4686.649999999999,8235.0,290726.0
