session_turn_index,metric,group_dimension,group_value,unit,count,mean,stddev_population,min,p10,p25,p50,p75,p90,p95,p99,max,sum
606,isl_tokens,session_turn_index,606,tokens,30,258.73333333333335,447.4580750069093,27.0,29.0,44.75,124.0,243.5,360.80000000000035,1060.8499999999976,1982.7900000000006,2200.0,7762.0
606,osl_tokens,session_turn_index,606,tokens,30,254.5,270.8119581308526,8.0,32.0,39.25,174.0,389.5,587.7,621.0,1096.7000000000005,1291.0,7635.0
606,context_length_tokens,session_turn_index,606,tokens,30,429223.56666666665,245394.51376435772,160209.0,183228.9,221661.75,361314.5,674847.0,841069.9,869126.35,872167.27,872671.0,12876707.0
607,isl_tokens,session_turn_index,607,tokens,30,240.03333333333333,271.98596573271124,24.0,56.5,65.0,198.5,249.5,385.1000000000001,541.5499999999994,1258.9300000000007,1515.0,7201.0
607,osl_tokens,session_turn_index,607,tokens,30,369.96666666666664,400.7461776347828,8.0,87.4,122.25,191.0,452.5,747.8000000000009,1396.0499999999995,1505.89,1523.0,11099.0
607,context_length_tokens,session_turn_index,607,tokens,30,429718.1,245451.55516983388,160298.0,183489.7,222670.25,361933.5,675283.25,841605.8,869797.45,872677.21,873214.0,12891543.0
608,isl_tokens,session_turn_index,608,tokens,29,152.86206896551724,151.85921886517156,15.0,23.8,29.0,136.0,210.0,300.99999999999994,381.2,633.8399999999996,731.0,4433.0
608,osl_tokens,session_turn_index,608,tokens,29,292.2413793103448,331.89930495947146,30.0,40.0,89.0,154.0,341.0,698.7999999999997,1114.9999999999995,1234.6799999999998,1254.0,8475.0
608,context_length_tokens,session_turn_index,608,tokens,29,432876.5172413793,249377.31175519899,160418.0,183020.6,220638.0,372045.0,721452.0,844843.0,871138.2,873504.12,873685.0,12553419.0
609,isl_tokens,session_turn_index,609,tokens,29,244.93103448275863,418.80930818579924,16.0,23.8,47.0,70.0,241.0,464.7999999999997,944.5999999999995,1805.719999999999,2100.0,7103.0
609,osl_tokens,session_turn_index,609,tokens,29,267.3103448275862,231.80820006445518,17.0,32.0,53.0,170.0,440.0,618.0,650.3999999999999,806.6399999999998,859.0,7752.0
609,context_length_tokens,session_turn_index,609,tokens,29,433413.6896551724,249567.3187088493,160660.0,183204.4,221003.0,372732.0,721866.0,846926.6,871915.6,873758.96,873855.0,12568997.0
610,isl_tokens,session_turn_index,610,tokens,29,277.86206896551727,375.31620913184486,15.0,27.6,56.0,170.0,311.0,858.1999999999999,951.9999999999999,1517.6799999999992,1726.0,8058.0
610,osl_tokens,session_turn_index,610,tokens,29,492.3103448275862,780.0417364363523,19.0,48.800000000000004,107.0,193.0,543.0,972.5999999999997,1960.1999999999978,3351.2399999999984,3727.0,14277.0
610,context_length_tokens,session_turn_index,610,tokens,29,433958.8620689655,249752.93752906044,161047.0,183502.0,221432.0,373102.0,722803.0,847414.4,872356.4,875120.64,875509.0,12584807.0
611,isl_tokens,session_turn_index,611,tokens,29,142.3448275862069,115.87188997785114,16.0,29.0,57.0,106.0,217.0,288.59999999999997,356.4,430.5599999999999,458.0,4128.0
611,osl_tokens,session_turn_index,611,tokens,29,318.62068965517244,365.5057350173303,32.0,43.800000000000004,55.0,120.0,618.0,752.3999999999997,1143.7999999999995,1271.1599999999999,1286.0,9240.0
611,context_length_tokens,session_turn_index,611,tokens,29,434593.5172413793,250053.0231709654,161130.0,183693.4,221517.0,373789.0,722979.0,848650.4,872844.0,875532.88,875975.0,12603212.0
612,isl_tokens,session_turn_index,612,tokens,29,168.86206896551724,174.34522315537842,17.0,29.0,37.0,91.0,251.0,369.79999999999995,516.5999999999996,696.1999999999998,734.0,4897.0
612,osl_tokens,session_turn_index,612,tokens,29,278.2413793103448,388.408481669209,17.0,32.0,46.0,135.0,364.0,552.9999999999999,815.3999999999993,1697.3999999999987,1990.0,8069.0
612,context_length_tokens,session_turn_index,612,tokens,29,435081.0,250187.97725158854,161220.0,183955.6,221650.0,374159.0,724006.0,849327.2,873116.6,876254.68,876834.0,12617349.0
613,isl_tokens,session_turn_index,613,tokens,29,251.27586206896552,285.61970092290784,15.0,29.0,56.0,179.0,251.0,621.9999999999998,922.5999999999997,1030.84,1051.0,7287.0
613,osl_tokens,session_turn_index,613,tokens,29,421.0689655172414,580.3550596348389,32.0,32.0,55.0,159.0,618.0,973.5999999999999,1165.3999999999999,2440.8399999999983,2923.0,12211.0
613,context_length_tokens,session_turn_index,613,tokens,29,435610.5172413793,250554.36720071983,161295.0,184500.4,221711.0,374570.0,725421.0,849600.2,874070.4,878478.72,879361.0,12632705.0
614,isl_tokens,session_turn_index,614,tokens,29,229.51724137931035,369.8404707987836,20.0,29.0,47.0,106.0,217.0,394.8,838.9999999999984,1629.7199999999993,1826.0,6656.0
614,osl_tokens,session_turn_index,614,tokens,29,340.9655172413793,407.19337799969367,2.0,32.0,55.0,127.0,446.0,764.5999999999998,1229.9999999999993,1613.5999999999997,1706.0,9888.0
614,context_length_tokens,session_turn_index,614,tokens,29,436261.1034482759,250868.7389953703,161387.0,184710.8,221796.0,375255.0,725917.0,849889.2,876129.0,879534.76,879642.0,12651572.0
615,isl_tokens,session_turn_index,615,tokens,29,187.82758620689654,142.9523839136214,29.0,45.800000000000004,58.0,173.0,251.0,380.0,448.9999999999998,531.7199999999999,546.0,5447.0
615,osl_tokens,session_turn_index,615,tokens,29,292.58620689655174,408.6264221917112,11.0,32.0,53.0,132.0,308.0,647.8,944.5999999999993,1720.439999999999,1973.0,8485.0
615,context_length_tokens,session_turn_index,615,tokens,29,436789.8965517241,251002.44843748037,161678.0,185902.4,222078.0,375754.0,726849.0,850614.7999999999,876696.7999999999,879876.32,879962.0,12666907.0
616,isl_tokens,session_turn_index,616,tokens,29,196.89655172413794,222.54752996058542,18.0,29.0,30.0,62.0,293.0,547.8,635.5999999999998,799.8399999999998,848.0,5710.0
616,osl_tokens,session_turn_index,616,tokens,29,392.9655172413793,548.9837308536327,1.0,32.0,54.0,148.0,408.0,1189.8,1312.1999999999998,2145.0799999999986,2464.0,11396.0
616,context_length_tokens,session_turn_index,616,tokens,29,437279.3793103448,251319.92977826626,162066.0,186443.2,222254.0,376441.0,726886.0,852641.7999999999,877633.6,880910.32,881108.0,12681102.0
617,isl_tokens,session_turn_index,617,tokens,29,161.75862068965517,143.13452923793918,20.0,29.0,58.0,116.0,251.0,298.59999999999997,324.2,616.2799999999995,728.0,4691.0
617,osl_tokens,session_turn_index,617,tokens,29,318.13793103448273,331.69769412128045,5.0,32.0,44.0,141.0,618.0,784.4,941.5999999999995,1135.7599999999998,1173.0,9226.0
617,context_length_tokens,session_turn_index,617,tokens,29,437834.1034482759,251753.01126142702,162149.0,186669.4,222315.0,376811.0,728300.0,853585.6,878688.6,881697.56,881704.0,12697189.0
618,isl_tokens,session_turn_index,618,tokens,29,245.51724137931035,487.3801618003424,23.0,29.0,57.0,102.0,213.0,343.59999999999997,647.999999999999,2162.959999999998,2679.0,7120.0
618,osl_tokens,session_turn_index,618,tokens,29,292.82758620689657,391.3429635256908,9.0,32.0,88.0,130.0,260.0,958.4,1047.9999999999998,1522.2399999999993,1688.0,8492.0
618,context_length_tokens,session_turn_index,618,tokens,29,438397.7586206897,252055.56125320043,162238.0,187423.4,222400.0,377498.0,728794.0,853931.0,879416.7999999999,883047.04,883189.0,12713535.0
619,isl_tokens,session_turn_index,619,tokens,28,217.75,251.62026732473564,6.0,29.0,53.5,151.0,255.25,438.10000000000014,657.9499999999999,1057.8400000000001,1195.0,6097.0
619,osl_tokens,session_turn_index,619,tokens,28,388.17857142857144,344.7038121521793,32.0,41.9,131.75,273.5,618.75,859.4000000000001,1112.5999999999997,1228.06,1234.0,10869.0
619,context_length_tokens,session_turn_index,619,tokens,28,445836.14285714284,254101.4050913693,162313.0,186771.5,217604.75,378557.5,733471.25,857086.0,880197.8,884483.57,884972.0,12483412.0
620,isl_tokens,session_turn_index,620,tokens,28,118.53571428571429,94.4436650461371,29.0,34.6,57.75,92.0,139.25,227.20000000000002,271.79999999999995,411.4800000000001,459.0,3319.0
620,osl_tokens,session_turn_index,620,tokens,28,185.42857142857142,273.52767274098983,8.0,31.4,48.5,92.5,143.75,471.90000000000015,905.0499999999994,1066.03,1069.0,5192.0
620,context_length_tokens,session_turn_index,620,tokens,28,446342.85714285716,254360.34323751836,162401.0,187010.9,217813.0,379200.0,734239.75,857965.0,880960.2,885077.8,885445.0,12497600.0
621,isl_tokens,session_turn_index,621,tokens,28,165.82142857142858,118.14157776989092,17.0,29.0,35.0,188.5,251.0,328.3,357.44999999999993,377.03000000000003,380.0,4643.0
621,osl_tokens,session_turn_index,621,tokens,28,375.57142857142856,490.31064705168797,8.0,32.0,74.0,152.5,448.25,817.6000000000003,1581.5499999999988,1902.69,1917.0,10516.0
621,context_length_tokens,session_turn_index,621,tokens,28,446694.10714285716,254449.30518086354,162696.0,187256.6,217890.25,379615.0,734459.25,858282.0,881814.7999999999,885632.93,885806.0,12507435.0
622,isl_tokens,session_turn_index,622,tokens,28,221.42857142857142,280.53411157130614,16.0,37.0,51.5,102.0,221.75,670.4000000000001,869.1999999999998,1050.64,1096.0,6200.0
622,osl_tokens,session_turn_index,622,tokens,28,224.75,269.4863666045358,1.0,41.9,54.75,118.5,271.5,527.9000000000001,676.2499999999999,1103.1200000000003,1250.0,6293.0
622,context_length_tokens,session_turn_index,622,tokens,28,447291.10714285716,254879.39782422298,163130.0,187577.6,217976.25,380386.5,734777.5,859919.6,883687.35,887577.32,887789.0,12524151.0
623,isl_tokens,session_turn_index,623,tokens,28,237.78571428571428,370.741665655563,29.0,29.0,61.75,134.0,225.5,308.90000000000003,1114.5999999999983,1538.19,1539.0,6658.0
623,osl_tokens,session_turn_index,623,tokens,28,310.64285714285717,379.7018768799049,8.0,25.100000000000005,32.0,146.5,452.75,731.1000000000003,1161.5499999999997,1384.94,1433.0,8698.0
623,context_length_tokens,session_turn_index,623,tokens,28,447753.64285714284,255168.88042406825,163213.0,187964.7,218246.0,380913.0,735129.25,861344.7000000001,884063.9,888892.25,889520.0,12537102.0
624,isl_tokens,session_turn_index,624,tokens,28,228.53571428571428,204.86258149285916,23.0,57.0,61.0,198.5,324.25,470.7,586.6999999999998,852.2400000000001,930.0,6399.0
624,osl_tokens,session_turn_index,624,tokens,28,344.57142857142856,557.7965213083294,2.0,37.300000000000004,74.25,131.5,367.5,670.8000000000001,1588.4499999999982,2320.76,2432.0,9648.0
624,context_length_tokens,session_turn_index,624,tokens,28,448292.8214285714,255379.8450468374,163303.0,188053.7,218702.0,381444.0,735346.25,862163.5,884575.6,890303.47,891259.0,12552199.0
625,isl_tokens,session_turn_index,625,tokens,28,220.14285714285714,268.15383568361784,15.0,28.7,29.0,101.0,323.0,458.2000000000002,739.2499999999999,1081.8700000000001,1195.0,6164.0
625,osl_tokens,session_turn_index,625,tokens,28,326.39285714285717,350.38818669805494,6.0,32.0,35.75,134.5,618.0,721.9000000000001,1073.1999999999994,1217.46,1218.0,9139.0
625,context_length_tokens,session_turn_index,625,tokens,28,448857.53571428574,255740.27812530016,163378.0,188134.6,219548.75,381971.0,735743.0,864522.4,886036.9,890968.28,891761.0,12568011.0
626,isl_tokens,session_turn_index,626,tokens,28,205.78571428571428,300.30441188220726,29.0,51.0,58.0,81.0,210.25,481.5,652.5499999999996,1301.1000000000004,1509.0,5762.0
626,osl_tokens,session_turn_index,626,tokens,28,343.67857142857144,569.9602150007257,8.0,32.0,69.0,108.5,443.75,839.2000000000002,987.8,2386.4300000000007,2897.0,9623.0
626,context_length_tokens,session_turn_index,626,tokens,28,449389.71428571426,256098.10150281657,163468.0,188224.9,220198.75,382501.5,736514.25,865646.1,886961.05,892527.1,893491.0,12582912.0
627,isl_tokens,session_turn_index,627,tokens,27,193.22222222222223,196.75409230688487,21.0,29.0,44.0,154.0,251.0,413.2000000000002,500.9,809.4799999999993,914.0,5217.0
627,osl_tokens,session_turn_index,627,tokens,27,396.8888888888889,895.3211024784404,6.0,13.4,32.0,121.0,401.5,645.2000000000002,1133.2999999999995,3823.239999999995,4701.0,10716.0
627,context_length_tokens,session_turn_index,627,tokens,27,457518.037037037,258042.06722540723,163591.0,187377.2,215434.0,383833.0,740670.0,868339.2000000001,889651.3,894592.84,895195.0,12352987.0
628,isl_tokens,session_turn_index,628,tokens,27,191.8148148148148,181.91472097234788,26.0,29.0,55.5,111.0,286.0,371.00000000000006,574.5999999999998,689.0799999999999,700.0,5179.0
628,osl_tokens,session_turn_index,628,tokens,27,240.0,316.112028899273,2.0,32.0,46.5,116.0,216.0,646.6000000000001,887.9999999999998,1194.7799999999995,1272.0,6480.0
628,context_length_tokens,session_turn_index,628,tokens,27,458106.74074074073,258487.47981437057,163681.0,187466.2,215560.5,384335.0,741084.0,870382.8,891482.4,895110.9,895692.0,12368882.0
629,isl_tokens,session_turn_index,629,tokens,27,209.11111111111111,243.13101685721773,20.0,28.6,43.0,123.0,272.5,430.8000000000001,484.79999999999995,1015.1799999999989,1199.0,5646.0
629,osl_tokens,session_turn_index,629,tokens,27,262.6666666666667,283.6125421663754,8.0,24.8,34.0,132.0,458.5,691.2000000000004,820.6,921.4999999999998,954.0,7092.0
629,context_length_tokens,session_turn_index,629,tokens,27,458555.85185185185,258691.496868618,163756.0,187546.4,216216.0,385021.0,741879.5,870750.6000000001,892346.8,895738.5,896174.0,12381008.0
630,isl_tokens,session_turn_index,630,tokens,27,132.7037037037037,148.66188702202473,6.0,20.4,42.5,73.0,172.5,286.20000000000016,367.7,624.1999999999995,710.0,3583.0
630,osl_tokens,session_turn_index,630,tokens,27,336.2962962962963,394.0416235594835,8.0,32.0,89.5,128.0,529.5,756.4000000000004,1142.1999999999998,1518.3999999999994,1612.0,9080.0
630,context_length_tokens,session_turn_index,630,tokens,27,458951.22222222225,258807.7214493464,163846.0,187635.0,216550.5,385393.0,742368.5,870962.0,893046.8,896466.88,896847.0,12391683.0
631,isl_tokens,session_turn_index,631,tokens,27,133.88888888888889,116.21096185094153,23.0,29.0,37.0,76.0,203.5,341.0,355.2,363.7,365.0,3615.0
631,osl_tokens,session_turn_index,631,tokens,27,459.962962962963,922.4350014833519,5.0,32.0,48.5,123.0,618.0,800.6000000000003,1037.3999999999999,3899.7599999999943,4881.0,12419.0
631,context_length_tokens,session_turn_index,631,tokens,27,459421.4074074074,259121.5346007951,163966.0,187767.6,216796.0,386080.0,742753.5,872188.0,893677.2,897423.24,897924.0,12404378.0
632,isl_tokens,session_turn_index,632,tokens,26,164.80769230769232,214.06900742711076,20.0,29.0,31.0,60.5,242.5,407.5,499.0,870.0,988.0,4285.0
632,osl_tokens,session_turn_index,632,tokens,26,266.03846153846155,393.0587625640756,9.0,32.0,44.25,115.5,327.5,621.0,1052.25,1592.75,1725.0,6917.0
632,context_length_tokens,session_turn_index,632,tokens,26,459809.73076923075,264640.3648047024,164056.0,186912.5,212439.5,385663.5,747481.75,878201.5,896036.75,898029.0,898377.0,11955053.0
633,isl_tokens,session_turn_index,633,tokens,26,134.0,109.43420924850764,26.0,29.0,38.5,66.0,209.25,251.0,296.0,415.25,450.0,3484.0
633,osl_tokens,session_turn_index,633,tokens,26,447.03846153846155,567.4674833631935,8.0,32.0,54.25,159.0,617.0,1473.5,1770.75,1842.75,1860.0,11623.0
633,context_length_tokens,session_turn_index,633,tokens,26,460209.76923076925,264832.4271575849,164131.0,187082.5,212520.5,386350.5,747777.0,878777.5,896540.25,898478.75,898803.0,11965454.0
634,isl_tokens,session_turn_index,634,tokens,26,209.1153846153846,245.22804566096886,20.0,33.0,57.25,92.0,251.0,516.0,773.75,932.75,973.0,5437.0
634,osl_tokens,session_turn_index,634,tokens,26,272.7307692307692,299.47229969401786,2.0,38.0,75.25,130.5,438.25,635.5,680.0,1147.5,1300.0,7091.0
634,context_length_tokens,session_turn_index,634,tokens,26,460865.92307692306,265342.1706473365,164221.0,187358.5,212628.0,386721.0,748378.75,879961.0,898077.0,900169.5,900417.0,11982514.0
635,isl_tokens,session_turn_index,635,tokens,25,337.0,686.2516156629433,24.0,29.0,59.0,132.0,273.0,558.2000000000004,1091.3999999999985,2923.2399999999952,3469.0,8425.0
635,osl_tokens,session_turn_index,635,tokens,25,335.56,523.2954866994364,8.0,32.0,45.0,123.0,384.0,815.0000000000005,1205.3999999999992,2139.6799999999976,2414.0,8389.0
635,context_length_tokens,session_turn_index,635,tokens,25,443922.16,255922.87071907896,164341.0,186623.0,208255.0,386620.0,737154.0,850994.6000000001,891981.3999999999,900220.8,900876.0,11098054.0
636,isl_tokens,session_turn_index,636,tokens,25,159.44,125.76043256923062,24.0,26.200000000000003,57.0,124.0,251.0,342.40000000000003,357.99999999999994,420.27999999999986,439.0,3986.0
636,osl_tokens,session_turn_index,636,tokens,25,308.88,510.98260792320514,6.0,41.2,52.0,137.0,341.0,621.0,676.1999999999998,2145.399999999996,2605.0,7722.0
636,context_length_tokens,session_turn_index,636,tokens,25,444417.16,256222.6416883067,164431.0,186768.0,208401.0,386990.0,737523.0,851487.4,894132.9999999999,901199.4,901323.0,11110429.0
637,isl_tokens,session_turn_index,637,tokens,25,265.76,404.69230583246826,23.0,29.0,57.0,173.0,251.0,613.2,665.5999999999999,1709.1199999999974,2036.0,6644.0
637,osl_tokens,session_turn_index,637,tokens,25,345.64,395.5158535381357,1.0,32.0,53.0,163.0,426.0,849.4000000000003,1092.5999999999995,1503.719999999999,1623.0,8641.0
637,context_length_tokens,session_turn_index,637,tokens,25,444991.8,256695.16407692607,164506.0,186896.4,208482.0,387806.0,737824.0,852315.0,896089.3999999999,904223.76,904602.0,11124795.0
638,isl_tokens,session_turn_index,638,tokens,24,177.58333333333334,306.05091034372407,9.0,26.900000000000002,37.0,64.0,207.75,298.59999999999997,383.59999999999985,1292.0499999999995,1560.0,4262.0
638,osl_tokens,session_turn_index,638,tokens,24,365.25,441.13426244171967,8.0,35.6,80.5,179.0,472.25,994.7999999999996,1423.5999999999995,1569.56,1599.0,8766.0
638,context_length_tokens,session_turn_index,638,tokens,24,445989.25,262274.62490445166,164596.0,186115.3,207300.25,373345.5,742131.5,856641.7,898881.85,905950.65,906467.0,10703742.0
639,isl_tokens,session_turn_index,639,tokens,24,307.7916666666667,659.2992478866398,11.0,29.0,57.75,125.5,217.0,321.69999999999993,1075.349999999998,2792.279999999999,3267.0,7387.0
639,osl_tokens,session_turn_index,639,tokens,24,227.66666666666666,234.94301909659336,32.0,38.300000000000004,66.25,136.0,259.5,579.5999999999999,622.25,901.7399999999998,985.0,5464.0
639,context_length_tokens,session_turn_index,639,tokens,24,446662.2916666667,262510.8395077048,164897.0,186226.0,207421.75,373819.5,743326.75,857666.2,899733.6,907428.89,908155.0,10719895.0
640,isl_tokens,session_turn_index,640,tokens,23,209.0,286.90568060813536,28.0,37.0,55.5,96.0,234.0,351.40000000000003,613.7999999999996,1216.0800000000008,1378.0,4807.0
640,osl_tokens,session_turn_index,640,tokens,23,483.04347826086956,701.0348548216831,8.0,55.4,99.5,215.0,621.0,1058.8000000000002,1234.2999999999997,2901.7200000000025,3369.0,11110.0
640,context_length_tokens,session_turn_index,640,tokens,23,427178.17391304346,249911.65432828496,165308.0,185517.4,206403.5,359401.0,654085.5,817393.4,865993.7999999999,900175.8,908670.0,9825098.0
641,isl_tokens,session_turn_index,641,tokens,23,129.7391304347826,113.83520407237991,15.0,29.0,35.0,66.0,208.5,276.6,320.29999999999995,403.7800000000001,426.0,2984.0
641,osl_tokens,session_turn_index,641,tokens,23,210.47826086956522,225.00992626707506,8.0,32.0,48.5,119.0,358.0,617.0,622.5,633.9200000000001,637.0,4841.0
641,context_length_tokens,session_turn_index,641,tokens,23,427790.95652173914,250204.67678777783,165391.0,186229.4,206631.5,359864.0,656026.5,818004.4,867166.0,900837.64,909162.0,9839192.0
642,isl_tokens,session_turn_index,642,tokens,23,232.69565217391303,247.57966390860219,29.0,30.0,52.0,191.0,261.0,462.0,871.0999999999993,919.12,920.0,5352.0
642,osl_tokens,session_turn_index,642,tokens,23,331.2173913043478,520.9472105878691,8.0,32.0,67.0,160.0,327.0,578.4000000000001,1277.999999999999,2163.760000000001,2393.0,7618.0
642,context_length_tokens,session_turn_index,642,tokens,23,428234.1304347826,250406.91519679382,165481.0,186344.8,206804.0,360125.0,656337.0,818964.6000000001,867423.6,901887.74,910453.0,9849385.0
643,isl_tokens,session_turn_index,643,tokens,23,148.2608695652174,151.62087082195868,20.0,25.0,34.5,58.0,234.0,343.6,378.0,573.4400000000003,628.0,3410.0
643,osl_tokens,session_turn_index,643,tokens,23,375.7391304347826,470.3907919639385,6.0,12.800000000000004,48.5,120.0,618.5,1162.2000000000003,1415.9999999999998,1548.1000000000001,1580.0,8642.0
643,context_length_tokens,session_turn_index,643,tokens,23,428713.60869565216,250742.3037871732,165556.0,186497.2,207006.0,360750.0,656508.5,819676.4,869792.2999999999,902822.92,910922.0,9860413.0
644,isl_tokens,session_turn_index,644,tokens,22,141.63636363636363,130.42606594421972,23.0,29.0,42.25,70.5,226.25,339.5000000000001,406.79999999999995,442.39,451.0,3116.0
644,osl_tokens,session_turn_index,644,tokens,22,433.04545454545456,660.1418220402428,2.0,23.900000000000002,46.0,94.5,371.0,1513.3,1757.1999999999998,2178.4299999999994,2287.0,9527.0
644,context_length_tokens,session_turn_index,644,tokens,22,437650.04545454547,253601.94431081403,165647.0,185615.8,206103.75,376299.5,699168.25,826986.7000000001,873482.9,903991.0499999999,911529.0,9628301.0
645,isl_tokens,session_turn_index,645,tokens,22,170.72727272727272,142.27955255193967,29.0,29.0,58.25,153.0,244.75,361.8000000000002,379.45,537.2099999999998,579.0,3756.0
645,osl_tokens,session_turn_index,645,tokens,22,218.36363636363637,221.95424292050203,2.0,32.0,46.0,135.0,288.75,620.7,622.9,696.4699999999999,716.0,4804.0
645,context_length_tokens,session_turn_index,645,tokens,22,438253.8181818182,254088.74977682257,165761.0,185724.1,206364.0,376679.5,700013.75,828882.2000000001,874085.5,905533.35,913338.0,9641584.0
646,isl_tokens,session_turn_index,646,tokens,22,278.8636363636364,420.4297904260424,22.0,29.8,56.25,67.5,240.5,794.7,950.9999999999999,1601.2699999999993,1772.0,6135.0
646,osl_tokens,session_turn_index,646,tokens,22,420.54545454545456,514.4874525612604,1.0,27.5,61.75,139.5,683.25,1142.700000000001,1678.2499999999995,1737.18,1746.0,9252.0
646,context_length_tokens,session_turn_index,646,tokens,22,438751.04545454547,254378.6361102601,166001.0,185862.3,206582.0,377400.0,701030.5,830864.0000000001,874453.6,905732.14,913516.0,9652523.0
647,isl_tokens,session_turn_index,647,tokens,22,262.1818181818182,583.0005174146805,29.0,29.4,57.25,121.5,242.5,254.60000000000002,355.69999999999993,2365.2299999999977,2898.0,5768.0
647,osl_tokens,session_turn_index,647,tokens,22,409.54545454545456,482.1544195561425,8.0,32.0,52.5,241.5,622.5,758.7,1028.8999999999999,1898.569999999999,2126.0,9010.0
647,context_length_tokens,session_turn_index,647,tokens,22,439433.7727272727,255060.38856191965,166392.0,185973.6,206762.75,377897.5,701514.75,832759.8000000002,876376.5,908998.51,917140.0,9667543.0
648,isl_tokens,session_turn_index,648,tokens,22,125.72727272727273,168.440219181811,17.0,29.0,31.0,58.5,94.5,296.9000000000001,570.8499999999998,619.76,629.0,2766.0
648,osl_tokens,session_turn_index,648,tokens,22,339.8636363636364,449.30434061543156,9.0,32.0,46.25,129.0,528.25,821.7000000000004,972.9499999999999,1738.3999999999992,1940.0,7477.0
648,context_length_tokens,session_turn_index,648,tokens,22,439969.04545454547,255458.02453462742,166475.0,186050.8,207082.25,378472.5,702227.5,833501.4000000001,877047.15,911279.4299999999,919851.0,9679319.0
649,isl_tokens,session_turn_index,649,tokens,22,246.72727272727272,325.92416600103627,23.0,38.6,58.0,174.0,246.5,515.9000000000003,556.65,1367.749999999999,1583.0,5428.0
649,osl_tokens,session_turn_index,649,tokens,22,339.22727272727275,350.77977186135956,4.0,32.6,47.5,154.5,593.0,689.6000000000001,1098.8499999999997,1209.27,1233.0,7463.0
649,context_length_tokens,session_turn_index,649,tokens,22,440555.63636363635,255900.25246045052,166565.0,186157.2,207166.25,378788.0,703160.25,834092.7000000001,878120.1,912913.89,921627.0,9692224.0
650,isl_tokens,session_turn_index,650,tokens,22,315.04545454545456,457.48179072283875,20.0,29.0,31.75,138.5,242.5,858.6000000000001,1044.4999999999998,1738.9299999999994,1921.0,6931.0
650,osl_tokens,session_turn_index,650,tokens,22,379.72727272727275,503.58760019919094,6.0,32.0,46.0,127.0,572.25,1371.600000000001,1505.6499999999999,1571.62,1588.0,8354.0
650,context_length_tokens,session_turn_index,650,tokens,22,441209.9090909091,256214.5847594283,166640.0,186316.9,207254.0,379444.0,704425.0,835095.1000000001,878396.95,913969.75,922900.0,9706618.0
651,isl_tokens,session_turn_index,651,tokens,22,197.54545454545453,304.18456228724745,20.0,29.8,57.25,89.5,251.0,319.7,373.19999999999993,1263.1699999999992,1499.0,4346.0
651,osl_tokens,session_turn_index,651,tokens,22,359.8181818181818,405.5256562182468,32.0,80.4,92.25,150.5,576.25,914.6000000000007,1165.4999999999998,1501.6899999999996,1588.0,7916.0
651,context_length_tokens,session_turn_index,651,tokens,22,441787.1818181818,256547.1618079105,166730.0,186421.1,208458.0,379860.5,705652.5,836655.5000000001,878718.75,914767.48,923842.0,9719318.0
652,isl_tokens,session_turn_index,652,tokens,22,405.77272727272725,791.1788633435887,24.0,29.0,37.0,97.0,316.25,1116.5000000000018,1466.6999999999998,3170.019999999998,3619.0,8927.0
652,osl_tokens,session_turn_index,652,tokens,22,750.9545454545455,1006.6074651238064,8.0,32.8,93.75,155.0,1102.5,2268.700000000001,2388.85,3625.1899999999987,3953.0,16521.0
652,context_length_tokens,session_turn_index,652,tokens,22,442552.7727272727,257231.47720309175,166843.0,186684.2,208848.0,380445.5,707791.0,837703.2000000001,880667.7,918116.38,927550.0,9736161.0
653,isl_tokens,session_turn_index,653,tokens,22,237.04545454545453,281.7778746835121,20.0,29.8,59.0,123.5,251.0,746.600000000001,860.65,1014.0999999999999,1054.0,5215.0
653,osl_tokens,session_turn_index,653,tokens,22,318.09090909090907,267.15179700804583,8.0,32.3,66.5,282.5,454.5,622.8,812.0499999999998,911.2699999999999,935.0,6998.0
653,context_length_tokens,session_turn_index,653,tokens,22,443540.7727272727,257982.89981260593,167084.0,187372.7,209742.0,380943.0,710854.5,839659.1000000001,882415.0,920512.19,930122.0,9757897.0
654,isl_tokens,session_turn_index,654,tokens,22,428.27272727272725,782.326552477125,20.0,29.8,57.25,85.5,251.75,1320.6000000000017,2467.5999999999995,2819.4599999999996,2898.0,9422.0
654,osl_tokens,session_turn_index,654,tokens,22,429.6363636363636,663.2369345904665,32.0,44.8,62.5,149.0,546.75,1012.9000000000007,1238.6999999999998,2662.3099999999986,3038.0,9452.0
654,context_length_tokens,session_turn_index,654,tokens,22,444287.13636363635,258703.1594988032,167490.0,187456.6,210075.5,381518.0,711384.75,841260.0000000001,885680.4,923863.72,933475.0,9774317.0
655,isl_tokens,session_turn_index,655,tokens,22,169.77272727272728,240.9745237040218,15.0,29.0,48.0,83.5,217.0,251.0,296.59999999999997,1006.8399999999992,1195.0,3735.0
655,osl_tokens,session_turn_index,655,tokens,22,392.3181818181818,447.56283320827873,8.0,33.5,72.0,174.5,620.25,1054.000000000001,1215.9499999999998,1639.1199999999994,1750.0,8631.0
655,context_length_tokens,session_turn_index,655,tokens,22,444886.54545454547,259241.4431863448,167573.0,187546.5,210260.5,381833.5,712101.25,842406.5000000001,888742.5499999999,925686.2999999999,934941.0,9787504.0
656,isl_tokens,session_turn_index,656,tokens,22,282.8181818181818,264.2066402654002,29.0,58.0,66.0,178.5,411.5,756.7000000000004,827.3,883.7199999999999,898.0,6222.0
