metric,group_dimension,group_value,unit,bin_lower_exclusive,bin_upper_inclusive,bin_label,bin_count,bin_share,cumulative_count,cumulative_share,total_count
isl_tokens,provider,claude,tokens,112202,125893,"(112202,125893]",8,4.3955560927901894e-05,181869,0.9992692387995736,182002
isl_tokens,provider,claude,tokens,125893,141254,"(125893,141254]",14,7.69222316238283e-05,181883,0.9993461610311974,182002
isl_tokens,provider,claude,tokens,141254,158490,"(141254,158490]",17,9.340556697179151e-05,181900,0.9994395665981692,182002
isl_tokens,provider,claude,tokens,158490,177828,"(158490,177828]",95,0.0005219722860188349,181995,0.999961538884188,182002
isl_tokens,provider,claude,tokens,177828,199527,"(177828,199527]",3,1.648333534796321e-05,181998,0.999978022219536,182002
isl_tokens,provider,claude,tokens,281839,316228,"(281839,316228]",3,1.648333534796321e-05,182001,0.999994505554884,182002
isl_tokens,provider,claude,tokens,707946,710767,"(707946,710767]",1,5.494445115987737e-06,182002,1.0,182002
isl_tokens,provider,codex,tokens,0,1,"(0,1]",2,1.501557866286272e-05,2,1.501557866286272e-05,133195
isl_tokens,provider,codex,tokens,2,3,"(2,3]",1,7.50778933143136e-06,3,2.252336799429408e-05,133195
isl_tokens,provider,codex,tokens,3,4,"(3,4]",1,7.50778933143136e-06,4,3.003115732572544e-05,133195
isl_tokens,provider,codex,tokens,5,6,"(5,6]",1,7.50778933143136e-06,5,3.75389466571568e-05,133195
isl_tokens,provider,codex,tokens,6,7,"(6,7]",13,9.760126130860768e-05,18,0.0001351402079657645,133195
isl_tokens,provider,codex,tokens,7,8,"(7,8]",24,0.00018018694395435263,42,0.0003153271519201171,133195
isl_tokens,provider,codex,tokens,8,9,"(8,9]",77,0.0005780997785202148,119,0.0008934269304403319,133195
isl_tokens,provider,codex,tokens,9,10,"(9,10]",77,0.0005780997785202148,196,0.0014715267089605466,133195
isl_tokens,provider,codex,tokens,10,12,"(10,12]",555,0.004166823078944405,751,0.005638349787904951,133195
isl_tokens,provider,codex,tokens,12,13,"(12,13]",598,0.004489658020195953,1349,0.010128007808100905,133195
isl_tokens,provider,codex,tokens,13,15,"(13,15]",94,0.0007057321971545478,1443,0.010833740005255452,133195
isl_tokens,provider,codex,tokens,15,16,"(15,16]",37,0.00027778820526296033,1480,0.011111528210518412,133195
isl_tokens,provider,codex,tokens,16,18,"(16,18]",97,0.0007282555651488419,1577,0.011839783775667254,133195
isl_tokens,provider,codex,tokens,18,20,"(18,20]",99,0.0007432711438117046,1676,0.01258305491947896,133195
isl_tokens,provider,codex,tokens,20,23,"(20,23]",2123,0.015939036750628778,3799,0.028522091670107736,133195
isl_tokens,provider,codex,tokens,23,26,"(23,26]",4981,0.037396298659859606,8780,0.06591839032996734,133195
isl_tokens,provider,codex,tokens,26,29,"(26,29]",10924,0.08201509065655618,19704,0.1479334809865235,133195
isl_tokens,provider,codex,tokens,29,32,"(29,32]",385,0.002890498892601074,20089,0.1508239798791246,133195
isl_tokens,provider,codex,tokens,32,36,"(32,36]",521,0.003911558241675738,20610,0.15473553812080032,133195
isl_tokens,provider,codex,tokens,36,40,"(36,40]",2876,0.021592402117196593,23486,0.17632794023799692,133195
isl_tokens,provider,codex,tokens,40,45,"(40,45]",1886,0.014159690679079545,25372,0.19048763091707646,133195
isl_tokens,provider,codex,tokens,45,51,"(45,51]",12685,0.09523630766920681,38057,0.28572393858628325,133195
isl_tokens,provider,codex,tokens,51,57,"(51,57]",4802,0.03605240436953339,42859,0.32177634295581664,133195
